Category,Indicator,Scraped_At
Hệ thống ngân hàng,Bóc tách CPI YOY,2025-12-16T00:08:40.283446
Hệ thống ngân hàng,"​
​
Khung thời gian:
Quarterly
Kiểu giá trị:
Value",2025-12-16T00:08:40.283457
Hệ thống ngân hàng,"Khung thời gian:
Quarterly",2025-12-16T00:08:40.283462
Hệ thống ngân hàng,Khung thời gian:,2025-12-16T00:08:40.283466
Hệ thống ngân hàng,Quarterly,2025-12-16T00:08:40.283469
Hệ thống ngân hàng,"Kiểu giá trị:
Value",2025-12-16T00:08:40.283473
Hệ thống ngân hàng,Kiểu giá trị:,2025-12-16T00:08:40.283477
Hệ thống ngân hàng,Value,2025-12-16T00:08:40.283480
Hệ thống ngân hàng,Q3-2025,2025-12-16T00:08:40.283483
Hệ thống ngân hàng,Q2-2025,2025-12-16T00:08:40.283486
Hệ thống ngân hàng,Q1-2025,2025-12-16T00:08:40.283488
Hệ thống ngân hàng,Q4-2024,2025-12-16T00:08:40.283491
Hệ thống ngân hàng,Q3-2024,2025-12-16T00:08:40.283493
Hệ thống ngân hàng,Q2-2024,2025-12-16T00:08:40.283495
Hệ thống ngân hàng,Q1-2024,2025-12-16T00:08:40.283498
Hệ thống ngân hàng,Q4-2023,2025-12-16T00:08:40.283500
Hệ thống ngân hàng,Q3-2023,2025-12-16T00:08:40.283503
Hệ thống ngân hàng,Q2-2023,2025-12-16T00:08:40.283505
Hệ thống ngân hàng,Q1-2023,2025-12-16T00:08:40.283507
Hệ thống ngân hàng,Q4-2022,2025-12-16T00:08:40.283510
Hệ thống ngân hàng,Q3-2022,2025-12-16T00:08:40.283512
Hệ thống ngân hàng,Q2-2022,2025-12-16T00:08:40.283514
Hệ thống ngân hàng,Q1-2022,2025-12-16T00:08:40.283516
Hệ thống ngân hàng,GDP THỰC,2025-12-16T00:08:40.283520
Hệ thống ngân hàng,"Nông nghiệp, lâm nghiệp và thủy sản",2025-12-16T00:08:40.283547
Hệ thống ngân hàng,Nông nghiệp,2025-12-16T00:08:40.283571
Hệ thống ngân hàng,Lâm nghiệp,2025-12-16T00:08:40.283594
Hệ thống ngân hàng,Thủy sản,2025-12-16T00:08:40.283617
Hệ thống ngân hàng,Công nghiệp và xây dựng,2025-12-16T00:08:40.283642
Hệ thống ngân hàng,Dịch vụ,2025-12-16T00:08:40.283665
Hệ thống ngân hàng,Thuế sản phẩm trừ trợ cấp sản phẩm,2025-12-16T00:08:40.283690
Hệ thống ngân hàng,"Thông tin mới nhất
Tin quan trọng",2025-12-16T00:08:40.283715
Hệ thống ngân hàng,Thông tin mới nhất,2025-12-16T00:08:40.283720
Hệ thống ngân hàng,Tin quan trọng,2025-12-16T00:08:40.283724
Hệ thống ngân hàng,"THỊ TRƯỜNG
ĐỊNH GIÁ
DÒNG TIỀN
QUỐC TẾ",2025-12-16T00:08:40.283731
Hệ thống ngân hàng,"VNINDEX
Đóng cửa
1,646.01
-0.88
-0.05%",2025-12-16T00:08:40.283738
Hệ thống ngân hàng,"VNINDEX
Đóng cửa",2025-12-16T00:08:40.283742
Hệ thống ngân hàng,Đóng cửa,2025-12-16T00:08:40.283746
Hệ thống ngân hàng,"1,646.01
-0.88
-0.05%",2025-12-16T00:08:40.283749
Hệ thống ngân hàng,"Chart
Chart with 121 data points.",2025-12-16T00:08:40.283752
Hệ thống ngân hàng,Chart with 121 data points.,2025-12-16T00:08:40.283756
Hệ thống ngân hàng,End of interactive chart.,2025-12-16T00:08:40.283758
Hệ thống ngân hàng,"PHÂN BỔ DÒNG TIỀN
0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:40.283772
Hệ thống ngân hàng,PHÂN BỔ DÒNG TIỀN,2025-12-16T00:08:40.283776
Hệ thống ngân hàng,"0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:40.283788
Hệ thống ngân hàng,6.45 Nghìn tỷ,2025-12-16T00:08:40.283792
Hệ thống ngân hàng,7.34 Nghìn tỷ,2025-12-16T00:08:40.283797
Hệ thống ngân hàng,2.13 Nghìn tỷ,2025-12-16T00:08:40.283801
Hệ thống ngân hàng,"Tăng giá:
126 CP",2025-12-16T00:08:40.283805
Hệ thống ngân hàng,Tăng giá:,2025-12-16T00:08:40.283808
Hệ thống ngân hàng,126 CP,2025-12-16T00:08:40.283811
Hệ thống ngân hàng,"Giảm giá:
189 CP",2025-12-16T00:08:40.283815
Hệ thống ngân hàng,Giảm giá:,2025-12-16T00:08:40.283818
Hệ thống ngân hàng,189 CP,2025-12-16T00:08:40.283820
Hệ thống ngân hàng,"Không đổi:
60 CP",2025-12-16T00:08:40.283824
Hệ thống ngân hàng,Không đổi:,2025-12-16T00:08:40.283828
Hệ thống ngân hàng,60 CP,2025-12-16T00:08:40.283830
Hệ thống ngân hàng,TÁC ĐỘNG ĐẾN INDEX,2025-12-16T00:08:40.283835
Hệ thống ngân hàng,"VPB
TCX
BSR
VNM
VRE
VPX
GEE
MCH
LPB
VHM
VIC
VPL
-4
-2
0
2
1.63
1.45
0.98
0.81
0.71
-0.49
-0.73
-0.84
-0.91
-1.42
-1.83
-2.29",2025-12-16T00:08:40.283839
Hệ thống ngân hàng,"Tác động tăng
Tác động giảm",2025-12-16T00:08:40.283861
Hệ thống ngân hàng,Tác động tăng,2025-12-16T00:08:40.283865
Hệ thống ngân hàng,Tác động giảm,2025-12-16T00:08:40.283869
Hệ thống ngân hàng,"1Y
2Y
3Y
5Y
10Y
All",2025-12-16T00:08:40.283871
Hệ thống ngân hàng,"DIỄN BIẾN THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:40.283881
Hệ thống ngân hàng,"Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:40.283884
Hệ thống ngân hàng,"Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:40.283890
Hệ thống ngân hàng,Vốn hoá,2025-12-16T00:08:40.283893
Hệ thống ngân hàng,LNST,2025-12-16T00:08:40.283896
Hệ thống ngân hàng,SLCP lưu hành,2025-12-16T00:08:40.283899
Hệ thống ngân hàng,"PE THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Average: 14.18
P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:40.283910
Hệ thống ngân hàng,"Q4/2024
Q2/2025
Q3/2025
Average: 14.18",2025-12-16T00:08:40.283913
Hệ thống ngân hàng,Average: 14.18,2025-12-16T00:08:40.283916
Hệ thống ngân hàng,"P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:40.283921
Hệ thống ngân hàng,P/E thị trường,2025-12-16T00:08:40.283925
Hệ thống ngân hàng,Trung bình,2025-12-16T00:08:40.283929
Hệ thống ngân hàng,"E/P VNINDEX - LÃI SUẤT HUY ĐỘNG 12 THÁNG
Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:40.283938
Hệ thống ngân hàng,"GIÁ TRỊ TỰ DOANH RÒNG
1D
1W
1M",2025-12-16T00:08:40.283944
Hệ thống ngân hàng,"1D
1W
1M",2025-12-16T00:08:40.283946
Hệ thống ngân hàng,"Chart
Chart with 15 data points.",2025-12-16T00:08:40.283949
Hệ thống ngân hàng,Chart with 15 data points.,2025-12-16T00:08:40.283952
Hệ thống ngân hàng,"27/11
01/12
03/12
05/12
09/12
11/12
-500
0
500
1000
-5500
-5000
-4500
-4000",2025-12-16T00:08:40.283956
Hệ thống ngân hàng,"GIÁ TRỊ KHỐI NGOẠI RÒNG
1D
1W
1M",2025-12-16T00:08:40.283962
Hệ thống ngân hàng,"28/11
02/12
04/12
08/12
10/12
12/12
-1K
0
1K
2K
-123K
-121.5K
-120K
-118.5K",2025-12-16T00:08:40.283966
Hệ thống ngân hàng,"Ghi chú: gdp-thuc
Cá nhân
Thêm ghi chú bằng cách điền
vào ô bên dưới
Nhập ghi chú",2025-12-16T00:08:40.283976
Hệ thống ngân hàng,"Ghi chú: gdp-thuc
Cá nhân",2025-12-16T00:08:40.283981
Hệ thống ngân hàng,Ghi chú: gdp-thuc,2025-12-16T00:08:40.283984
Hệ thống ngân hàng,gdp-thuc,2025-12-16T00:08:40.283987
Hệ thống ngân hàng,Cá nhân,2025-12-16T00:08:40.283990
Hệ thống ngân hàng,"Thêm ghi chú bằng cách điền
vào ô bên dưới",2025-12-16T00:08:40.283997
Hệ thống ngân hàng,Nhập ghi chú,2025-12-16T00:08:40.284000
Hệ thống ngân hàng,"Thị trường
Ngành
Cổ phiếu",2025-12-16T00:08:40.284005
Hệ thống ngân hàng,Thị trường,2025-12-16T00:08:40.284009
Hệ thống ngân hàng,Ngành,2025-12-16T00:08:40.284012
Hệ thống ngân hàng,Cổ phiếu,2025-12-16T00:08:40.284015
Thị trường tiền tệ,"Thư viện
Sửa đồ thị",2025-12-16T00:08:44.413316
Thị trường tiền tệ,FDI dăng ký dự án,2025-12-16T00:08:44.413335
Thị trường tiền tệ,FDI thực hiện,2025-12-16T00:08:44.413342
Thị trường tiền tệ,"Mối quan hệ giữa vàng và lãi suất, bơm tiền",2025-12-16T00:08:44.413351
Thị trường tiền tệ,%HUY ĐỘNG,2025-12-16T00:08:44.413355
Thị trường tiền tệ,VĐT phát triển XH,2025-12-16T00:08:44.413360
Thị trường tiền tệ,BÁN LẺ,2025-12-16T00:08:44.413363
Thị trường tiền tệ,USD.VND 2025,2025-12-16T00:08:44.413367
Thị trường tiền tệ,Bóc tách CPI YOY,2025-12-16T00:08:44.413371
Thị trường tiền tệ,"​
​
Khung thời gian:
Quarterly
Kiểu giá trị:
Value",2025-12-16T00:08:44.413381
Thị trường tiền tệ,"Khung thời gian:
Quarterly",2025-12-16T00:08:44.413387
Thị trường tiền tệ,Khung thời gian:,2025-12-16T00:08:44.413391
Thị trường tiền tệ,Quarterly,2025-12-16T00:08:44.413394
Thị trường tiền tệ,"Kiểu giá trị:
Value",2025-12-16T00:08:44.413399
Thị trường tiền tệ,Kiểu giá trị:,2025-12-16T00:08:44.413403
Thị trường tiền tệ,Value,2025-12-16T00:08:44.413405
Thị trường tiền tệ,Q3-2025,2025-12-16T00:08:44.413409
Thị trường tiền tệ,Q2-2025,2025-12-16T00:08:44.413412
Thị trường tiền tệ,Q1-2025,2025-12-16T00:08:44.413415
Thị trường tiền tệ,Q4-2024,2025-12-16T00:08:44.413417
Thị trường tiền tệ,Q3-2024,2025-12-16T00:08:44.413419
Thị trường tiền tệ,Q2-2024,2025-12-16T00:08:44.413422
Thị trường tiền tệ,Q1-2024,2025-12-16T00:08:44.413425
Thị trường tiền tệ,Q4-2023,2025-12-16T00:08:44.413427
Thị trường tiền tệ,Q3-2023,2025-12-16T00:08:44.413429
Thị trường tiền tệ,Q2-2023,2025-12-16T00:08:44.413432
Thị trường tiền tệ,Q1-2023,2025-12-16T00:08:44.413434
Thị trường tiền tệ,Q4-2022,2025-12-16T00:08:44.413437
Thị trường tiền tệ,Q3-2022,2025-12-16T00:08:44.413439
Thị trường tiền tệ,Q2-2022,2025-12-16T00:08:44.413442
Thị trường tiền tệ,Q1-2022,2025-12-16T00:08:44.413444
Thị trường tiền tệ,GDP THỰC,2025-12-16T00:08:44.413448
Thị trường tiền tệ,"Nông nghiệp, lâm nghiệp và thủy sản",2025-12-16T00:08:44.413476
Thị trường tiền tệ,Nông nghiệp,2025-12-16T00:08:44.413501
Thị trường tiền tệ,Lâm nghiệp,2025-12-16T00:08:44.413525
Thị trường tiền tệ,Thủy sản,2025-12-16T00:08:44.413549
Thị trường tiền tệ,Công nghiệp và xây dựng,2025-12-16T00:08:44.413575
Thị trường tiền tệ,Dịch vụ,2025-12-16T00:08:44.413599
Thị trường tiền tệ,Thuế sản phẩm trừ trợ cấp sản phẩm,2025-12-16T00:08:44.413625
Thị trường tiền tệ,"Thông tin mới nhất
Tin quan trọng",2025-12-16T00:08:44.413650
Thị trường tiền tệ,Thông tin mới nhất,2025-12-16T00:08:44.413655
Thị trường tiền tệ,Tin quan trọng,2025-12-16T00:08:44.413659
Thị trường tiền tệ,"THỊ TRƯỜNG
ĐỊNH GIÁ
DÒNG TIỀN
QUỐC TẾ",2025-12-16T00:08:44.413666
Thị trường tiền tệ,"VNINDEX
Đóng cửa
1,646.01
-0.88
-0.05%",2025-12-16T00:08:44.413673
Thị trường tiền tệ,"VNINDEX
Đóng cửa",2025-12-16T00:08:44.413677
Thị trường tiền tệ,Đóng cửa,2025-12-16T00:08:44.413681
Thị trường tiền tệ,"1,646.01
-0.88
-0.05%",2025-12-16T00:08:44.413685
Thị trường tiền tệ,"Chart
Chart with 121 data points.",2025-12-16T00:08:44.413688
Thị trường tiền tệ,Chart with 121 data points.,2025-12-16T00:08:44.413691
Thị trường tiền tệ,End of interactive chart.,2025-12-16T00:08:44.413694
Thị trường tiền tệ,"PHÂN BỔ DÒNG TIỀN
0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:44.413707
Thị trường tiền tệ,PHÂN BỔ DÒNG TIỀN,2025-12-16T00:08:44.413712
Thị trường tiền tệ,"0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:44.413723
Thị trường tiền tệ,6.45 Nghìn tỷ,2025-12-16T00:08:44.413728
Thị trường tiền tệ,7.34 Nghìn tỷ,2025-12-16T00:08:44.413732
Thị trường tiền tệ,2.13 Nghìn tỷ,2025-12-16T00:08:44.413736
Thị trường tiền tệ,"Tăng giá:
126 CP",2025-12-16T00:08:44.413740
Thị trường tiền tệ,Tăng giá:,2025-12-16T00:08:44.413743
Thị trường tiền tệ,126 CP,2025-12-16T00:08:44.413746
Thị trường tiền tệ,"Giảm giá:
189 CP",2025-12-16T00:08:44.413750
Thị trường tiền tệ,Giảm giá:,2025-12-16T00:08:44.413753
Thị trường tiền tệ,189 CP,2025-12-16T00:08:44.413756
Thị trường tiền tệ,"Không đổi:
60 CP",2025-12-16T00:08:44.413760
Thị trường tiền tệ,Không đổi:,2025-12-16T00:08:44.413763
Thị trường tiền tệ,60 CP,2025-12-16T00:08:44.413766
Thị trường tiền tệ,TÁC ĐỘNG ĐẾN INDEX,2025-12-16T00:08:44.413770
Thị trường tiền tệ,"VPB
TCX
BSR
VNM
VRE
VPX
GEE
MCH
LPB
VHM
VIC
VPL
-4
-2
0
2
1.63
1.45
0.98
0.81
0.71
-0.49
-0.73
-0.84
-0.91
-1.42
-1.83
-2.29",2025-12-16T00:08:44.413776
Thị trường tiền tệ,"Tác động tăng
Tác động giảm",2025-12-16T00:08:44.413798
Thị trường tiền tệ,Tác động tăng,2025-12-16T00:08:44.413802
Thị trường tiền tệ,Tác động giảm,2025-12-16T00:08:44.413806
Thị trường tiền tệ,"1Y
2Y
3Y
5Y
10Y
All",2025-12-16T00:08:44.413809
Thị trường tiền tệ,"DIỄN BIẾN THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:44.413818
Thị trường tiền tệ,"Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:44.413821
Thị trường tiền tệ,"Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:44.413827
Thị trường tiền tệ,Vốn hoá,2025-12-16T00:08:44.413830
Thị trường tiền tệ,LNST,2025-12-16T00:08:44.413833
Thị trường tiền tệ,SLCP lưu hành,2025-12-16T00:08:44.413837
Thị trường tiền tệ,"PE THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Average: 14.18
P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:44.413847
Thị trường tiền tệ,"Q4/2024
Q2/2025
Q3/2025
Average: 14.18",2025-12-16T00:08:44.413850
Thị trường tiền tệ,Average: 14.18,2025-12-16T00:08:44.413853
Thị trường tiền tệ,"P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:44.413859
Thị trường tiền tệ,P/E thị trường,2025-12-16T00:08:44.413863
Thị trường tiền tệ,Trung bình,2025-12-16T00:08:44.413867
Thị trường tiền tệ,"E/P VNINDEX - LÃI SUẤT HUY ĐỘNG 12 THÁNG
Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:44.413876
Thị trường tiền tệ,"GIÁ TRỊ TỰ DOANH RÒNG
1D
1W
1M",2025-12-16T00:08:44.413882
Thị trường tiền tệ,"1D
1W
1M",2025-12-16T00:08:44.413885
Thị trường tiền tệ,"Chart
Chart with 15 data points.",2025-12-16T00:08:44.413888
Thị trường tiền tệ,Chart with 15 data points.,2025-12-16T00:08:44.413891
Thị trường tiền tệ,"27/11
01/12
03/12
05/12
09/12
11/12
-500
0
500
1000
-5500
-5000
-4500
-4000",2025-12-16T00:08:44.413895
Thị trường tiền tệ,"GIÁ TRỊ KHỐI NGOẠI RÒNG
1D
1W
1M",2025-12-16T00:08:44.413900
Thị trường tiền tệ,"28/11
02/12
04/12
08/12
10/12
12/12
-1K
0
1K
2K
-123K
-121.5K
-120K
-118.5K",2025-12-16T00:08:44.413905
Thị trường tiền tệ,"Ghi chú: gdp-thuc
Cá nhân
Thêm ghi chú bằng cách điền
vào ô bên dưới
Nhập ghi chú",2025-12-16T00:08:44.413915
Thị trường tiền tệ,"Ghi chú: gdp-thuc
Cá nhân",2025-12-16T00:08:44.413919
Thị trường tiền tệ,Ghi chú: gdp-thuc,2025-12-16T00:08:44.413923
Thị trường tiền tệ,gdp-thuc,2025-12-16T00:08:44.413926
Thị trường tiền tệ,Cá nhân,2025-12-16T00:08:44.413929
Thị trường tiền tệ,"Thêm ghi chú bằng cách điền
vào ô bên dưới",2025-12-16T00:08:44.413935
Thị trường tiền tệ,Nhập ghi chú,2025-12-16T00:08:44.413939
Thị trường tiền tệ,"Thị trường
Ngành
Cổ phiếu",2025-12-16T00:08:44.413944
Thị trường tiền tệ,Thị trường,2025-12-16T00:08:44.413948
Thị trường tiền tệ,Ngành,2025-12-16T00:08:44.413951
Thị trường tiền tệ,Cổ phiếu,2025-12-16T00:08:44.413955
Thị trường vốn,"Thư viện
Sửa đồ thị",2025-12-16T00:08:48.524396
Thị trường vốn,FDI dăng ký dự án,2025-12-16T00:08:48.524413
Thị trường vốn,FDI thực hiện,2025-12-16T00:08:48.524421
Thị trường vốn,"Mối quan hệ giữa vàng và lãi suất, bơm tiền",2025-12-16T00:08:48.524433
Thị trường vốn,%HUY ĐỘNG,2025-12-16T00:08:48.524437
Thị trường vốn,VĐT phát triển XH,2025-12-16T00:08:48.524442
Thị trường vốn,BÁN LẺ,2025-12-16T00:08:48.524446
Thị trường vốn,USD.VND 2025,2025-12-16T00:08:48.524450
Thị trường vốn,Bóc tách CPI YOY,2025-12-16T00:08:48.524454
Thị trường vốn,"​
​
Khung thời gian:
Quarterly
Kiểu giá trị:
Value",2025-12-16T00:08:48.524468
Thị trường vốn,"Khung thời gian:
Quarterly",2025-12-16T00:08:48.524473
Thị trường vốn,Khung thời gian:,2025-12-16T00:08:48.524478
Thị trường vốn,Quarterly,2025-12-16T00:08:48.524481
Thị trường vốn,"Kiểu giá trị:
Value",2025-12-16T00:08:48.524486
Thị trường vốn,Kiểu giá trị:,2025-12-16T00:08:48.524490
Thị trường vốn,Value,2025-12-16T00:08:48.524493
Thị trường vốn,Q3-2025,2025-12-16T00:08:48.524498
Thị trường vốn,Q2-2025,2025-12-16T00:08:48.524501
Thị trường vốn,Q1-2025,2025-12-16T00:08:48.524504
Thị trường vốn,Q4-2024,2025-12-16T00:08:48.524507
Thị trường vốn,Q3-2024,2025-12-16T00:08:48.524509
Thị trường vốn,Q2-2024,2025-12-16T00:08:48.524512
Thị trường vốn,Q1-2024,2025-12-16T00:08:48.524515
Thị trường vốn,Q4-2023,2025-12-16T00:08:48.524517
Thị trường vốn,Q3-2023,2025-12-16T00:08:48.524520
Thị trường vốn,Q2-2023,2025-12-16T00:08:48.524522
Thị trường vốn,Q1-2023,2025-12-16T00:08:48.524526
Thị trường vốn,Q4-2022,2025-12-16T00:08:48.524537
Thị trường vốn,Q3-2022,2025-12-16T00:08:48.524541
Thị trường vốn,Q2-2022,2025-12-16T00:08:48.524543
Thị trường vốn,Q1-2022,2025-12-16T00:08:48.524546
Thị trường vốn,GDP THỰC,2025-12-16T00:08:48.524551
Thị trường vốn,"Nông nghiệp, lâm nghiệp và thủy sản",2025-12-16T00:08:48.524584
Thị trường vốn,Nông nghiệp,2025-12-16T00:08:48.524610
Thị trường vốn,Lâm nghiệp,2025-12-16T00:08:48.524636
Thị trường vốn,Thủy sản,2025-12-16T00:08:48.524664
Thị trường vốn,Công nghiệp và xây dựng,2025-12-16T00:08:48.524692
Thị trường vốn,Dịch vụ,2025-12-16T00:08:48.524718
Thị trường vốn,Thuế sản phẩm trừ trợ cấp sản phẩm,2025-12-16T00:08:48.524749
Thị trường vốn,"Thông tin mới nhất
Tin quan trọng",2025-12-16T00:08:48.524777
Thị trường vốn,Thông tin mới nhất,2025-12-16T00:08:48.524782
Thị trường vốn,Tin quan trọng,2025-12-16T00:08:48.524787
Thị trường vốn,"THỊ TRƯỜNG
ĐỊNH GIÁ
DÒNG TIỀN
QUỐC TẾ",2025-12-16T00:08:48.524794
Thị trường vốn,"VNINDEX
Đóng cửa
1,646.01
-0.88
-0.05%",2025-12-16T00:08:48.524802
Thị trường vốn,"VNINDEX
Đóng cửa",2025-12-16T00:08:48.524807
Thị trường vốn,Đóng cửa,2025-12-16T00:08:48.524811
Thị trường vốn,"1,646.01
-0.88
-0.05%",2025-12-16T00:08:48.524815
Thị trường vốn,"Chart
Chart with 121 data points.",2025-12-16T00:08:48.524819
Thị trường vốn,Chart with 121 data points.,2025-12-16T00:08:48.524822
Thị trường vốn,End of interactive chart.,2025-12-16T00:08:48.524825
Thị trường vốn,"PHÂN BỔ DÒNG TIỀN
0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:48.524840
Thị trường vốn,PHÂN BỔ DÒNG TIỀN,2025-12-16T00:08:48.524845
Thị trường vốn,"0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:48.524858
Thị trường vốn,6.45 Nghìn tỷ,2025-12-16T00:08:48.524863
Thị trường vốn,7.34 Nghìn tỷ,2025-12-16T00:08:48.524867
Thị trường vốn,2.13 Nghìn tỷ,2025-12-16T00:08:48.524872
Thị trường vốn,"Tăng giá:
126 CP",2025-12-16T00:08:48.524876
Thị trường vốn,Tăng giá:,2025-12-16T00:08:48.524880
Thị trường vốn,126 CP,2025-12-16T00:08:48.524883
Thị trường vốn,"Giảm giá:
189 CP",2025-12-16T00:08:48.524887
Thị trường vốn,Giảm giá:,2025-12-16T00:08:48.524891
Thị trường vốn,189 CP,2025-12-16T00:08:48.524894
Thị trường vốn,"Không đổi:
60 CP",2025-12-16T00:08:48.524898
Thị trường vốn,Không đổi:,2025-12-16T00:08:48.524903
Thị trường vốn,60 CP,2025-12-16T00:08:48.524905
Thị trường vốn,TÁC ĐỘNG ĐẾN INDEX,2025-12-16T00:08:48.524910
Thị trường vốn,"VPB
TCX
BSR
VNM
VRE
VPX
GEE
MCH
LPB
VHM
VIC
VPL
-4
-2
0
2
1.63
1.45
0.98
0.81
0.71
-0.49
-0.73
-0.84
-0.91
-1.42
-1.83
-2.29",2025-12-16T00:08:48.524916
Thị trường vốn,"Tác động tăng
Tác động giảm",2025-12-16T00:08:48.524940
Thị trường vốn,Tác động tăng,2025-12-16T00:08:48.524945
Thị trường vốn,Tác động giảm,2025-12-16T00:08:48.524949
Thị trường vốn,"1Y
2Y
3Y
5Y
10Y
All",2025-12-16T00:08:48.524952
Thị trường vốn,"DIỄN BIẾN THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:48.524964
Thị trường vốn,"Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:48.524967
Thị trường vốn,"Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:48.524973
Thị trường vốn,Vốn hoá,2025-12-16T00:08:48.524977
Thị trường vốn,LNST,2025-12-16T00:08:48.524979
Thị trường vốn,SLCP lưu hành,2025-12-16T00:08:48.524984
Thị trường vốn,"PE THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Average: 14.18
P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:48.524995
Thị trường vốn,"Q4/2024
Q2/2025
Q3/2025
Average: 14.18",2025-12-16T00:08:48.524999
Thị trường vốn,Average: 14.18,2025-12-16T00:08:48.525003
Thị trường vốn,"P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:48.525009
Thị trường vốn,P/E thị trường,2025-12-16T00:08:48.525014
Thị trường vốn,Trung bình,2025-12-16T00:08:48.525018
Thị trường vốn,"E/P VNINDEX - LÃI SUẤT HUY ĐỘNG 12 THÁNG
Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:48.525028
Thị trường vốn,"GIÁ TRỊ TỰ DOANH RÒNG
1D
1W
1M",2025-12-16T00:08:48.525035
Thị trường vốn,"1D
1W
1M",2025-12-16T00:08:48.525038
Thị trường vốn,"Chart
Chart with 15 data points.",2025-12-16T00:08:48.525041
Thị trường vốn,Chart with 15 data points.,2025-12-16T00:08:48.525044
Thị trường vốn,"27/11
01/12
03/12
05/12
09/12
11/12
-500
0
500
1000
-5500
-5000
-4500
-4000",2025-12-16T00:08:48.525049
Thị trường vốn,"GIÁ TRỊ KHỐI NGOẠI RÒNG
1D
1W
1M",2025-12-16T00:08:48.525055
Thị trường vốn,"28/11
02/12
04/12
08/12
10/12
12/12
-1K
0
1K
2K
-123K
-121.5K
-120K
-118.5K",2025-12-16T00:08:48.525059
Thị trường vốn,"Ghi chú: gdp-thuc
Cá nhân
Thêm ghi chú bằng cách điền
vào ô bên dưới
Nhập ghi chú",2025-12-16T00:08:48.525070
Thị trường vốn,"Ghi chú: gdp-thuc
Cá nhân",2025-12-16T00:08:48.525075
Thị trường vốn,Ghi chú: gdp-thuc,2025-12-16T00:08:48.525079
Thị trường vốn,gdp-thuc,2025-12-16T00:08:48.525081
Thị trường vốn,Cá nhân,2025-12-16T00:08:48.525084
Thị trường vốn,"Thêm ghi chú bằng cách điền
vào ô bên dưới",2025-12-16T00:08:48.525091
Thị trường vốn,Nhập ghi chú,2025-12-16T00:08:48.525094
Thị trường vốn,"Thị trường
Ngành
Cổ phiếu",2025-12-16T00:08:48.525113
Thị trường vốn,Thị trường,2025-12-16T00:08:48.525117
Thị trường vốn,Ngành,2025-12-16T00:08:48.525120
Thị trường vốn,Cổ phiếu,2025-12-16T00:08:48.525123
Tài khóa,"Thư viện
Sửa đồ thị",2025-12-16T00:08:52.642935
Tài khóa,FDI dăng ký dự án,2025-12-16T00:08:52.642950
Tài khóa,FDI thực hiện,2025-12-16T00:08:52.642957
Tài khóa,"Mối quan hệ giữa vàng và lãi suất, bơm tiền",2025-12-16T00:08:52.642966
Tài khóa,%HUY ĐỘNG,2025-12-16T00:08:52.642970
Tài khóa,VĐT phát triển XH,2025-12-16T00:08:52.642974
